Nr,level,answer,question
1677,103,fortführen,
1678,103,freischalten,
1679,103,freisetzen,
1680,103,freistellen,
1681,103,färben,
1682,103,garen,
1683,103,gastieren,
1684,103,gebrechen,
1685,103,gebühren,
1686,103,gedulden,
1687,103,gefrieren,
1688,103,gegenüberstehen,
1689,103,geloben,
1690,103,generieren,
1691,103,gereichen,
1692,103,gesellen,
1693,103,gliedern,
1694,103,glücken,
1695,103,googlen,
1696,103,hadern,
1697,103,halbieren,
1698,103,handhaben,
1699,103,hangen,
1700,103,harmonieren,
1701,103,hausen,
1702,103,hemmen,
1703,103,heranführen,
1704,103,heranziehen,
1705,103,herausbringen,
1706,103,herausholen,
1707,103,herbeiführen,
1708,103,hergeben,
1709,103,herrichten,
1710,103,hervorbringen,
1711,103,hinbekommen,
1712,103,hingeben,
1713,103,hinlegen,
1714,103,hinschauen,
1715,103,hinterfragen,
1716,103,hinterlegen,
1717,103,hinziehen,
1718,103,hinzukommen,
1719,103,honorieren,
1720,103,häufen,
1721,103,hüten,
1722,103,illustrieren,
1723,103,implementieren,
1724,103,initiieren,
1725,103,inspirieren,
1726,103,intensivieren,
1727,103,involvieren,
1728,103,jubeln,
1729,103,kandidieren,
1730,103,kassieren,
1731,103,kicken,
1732,103,kippen,
1733,103,klarmachen,
1734,103,klarstellen,
1735,103,klatschen,
1736,103,kleiden,
1737,103,knallen,
1738,103,kollidieren,
1739,103,komplettieren,
1740,103,konkurrieren,
1741,103,konstatieren,
1742,103,kontern,
1743,103,kooperieren,
1744,103,koordinieren,
1745,103,koppeln,
1746,103,krachen,
1747,103,kratzen,
1748,103,kreuzen,
1749,103,krönen,
1750,103,kursieren,
1751,103,köpfen,
1752,103,küren,
1753,103,lackieren,
1754,103,lancieren,
1755,103,leugnen,
1756,103,lockern,
1757,103,loslegen,
1758,103,läuten,
1759,103,lüften,
1760,103,marschieren,
1761,103,meckern,
1762,103,mehren,
1763,103,mindern,
1764,103,minimieren,
1765,103,missachten,
1766,103,missbrauchen,
1767,103,missen,
1768,103,mitarbeiten,
1769,103,mitbekommen,
1770,103,miterleben,
1771,103,mitfahren,
1772,103,mitgestalten,
1773,103,mithalten,
1774,103,mithelfen,
1775,103,mitreden,
1776,103,mittragen,
1777,103,mobilisieren,
1778,103,moderieren,
1779,103,monieren,
1780,103,montieren,
1781,103,musizieren,
1782,103,münden,
1783,103,nachgeben,
1784,103,nachholen,
1785,103,nachkommen,
1786,103,nachlassen,
1787,103,nachlesen,
1788,103,nachvollziehen,
1789,103,niederlassen,
1790,103,niederlegen,
1791,103,niederschlagen,
1792,103,obliegen,
1793,103,offenbaren,
1794,103,offenlegen,
1795,103,offerieren,
1796,103,ordern,
1797,103,paaren,
1798,103,parieren,
1799,103,pausieren,
1800,103,pendeln,
1801,103,plaudern,
1802,103,pochen,
1803,103,polieren,
1804,103,praktizieren,
1805,103,predigen,
1806,103,preisgeben,
1807,103,prognostizieren,
1808,103,programmieren,
1809,103,propagieren,
1810,103,prophezeien,
1811,103,provozieren,
1812,103,prämieren,
1813,103,pumpen,
1814,103,radeln,
1815,103,ragen,
1816,103,rammen,
1817,103,rangieren,
1818,103,rasen,
1819,103,rasten,
1820,103,referieren,
1821,103,regulieren,
1822,103,reihen,
1823,103,rekonstruieren,
1824,103,relativieren,
1825,103,respektieren,
1826,103,restaurieren,
1827,103,resümieren,
1828,103,rocken,
1829,103,rügen,
1830,103,scheuen,
1831,103,schienen,
1832,103,schlendern,
1833,103,schleudern,
1834,103,schlucken,
1835,103,schlüpfen,
1836,103,schmieden,
1837,103,schmunzeln,
1838,103,schmücken,
1839,103,schnuppern,
1840,103,schnüren,
1841,103,schocken,
1842,103,schonen,
1843,103,schossen,
1844,103,schrauben,
1845,103,schrecken,
1846,103,schränken,
1847,103,schulen,
1848,103,schwanken,
1849,103,schwärmen,
1850,103,schädigen,
1851,103,schärfen,
1852,103,schöpfen,
1853,103,schüren,
1854,103,scrollen,
1855,103,sehnen,
1856,103,sensibilisieren,
1857,103,sichten,
1858,103,signalisieren,
1859,103,simulieren,
1860,103,skizzieren,
1861,103,speisen,
1862,103,spekulieren,
1863,103,spenden,
1864,103,spendieren,
1865,103,sprengen,
1866,103,standhalten,
1867,103,stapeln,
1868,103,stationieren,
1869,103,stemmen,
1870,103,stiften,
1871,103,stocken,
1872,103,stolpern,
1873,103,streamen,
1874,103,streicheln,
1875,103,streifen,
1876,103,streuen,
1877,103,strömen,
1878,103,stöbern,
1879,103,stürmen,
1880,103,suggerieren,
1881,103,symbolisieren,
1882,103,taufen,
1883,103,teilhaben,
1884,103,tendieren,
1885,103,thematisieren,
1886,103,titeln,
1887,103,tolerieren,
1888,103,trauern,
1889,103,triumphieren,
1890,103,trotzen,
1891,103,tummeln,
1892,103,tönen,
1893,103,umbenennen,
1894,103,umgestalten,
1895,103,umleiten,
1896,103,umrahmen,
1897,103,umschreiben,
1898,103,umsehen,
1899,103,unterbinden,
1900,103,untermauern,
1901,103,untersagen,
1902,103,unterteilen,
1903,103,unterwerfen,
1904,103,unterziehen,
1905,103,urteilen,
1906,103,variieren,
1907,103,verabreichen,
1908,103,verankern,
1909,103,veranschlagen,
1910,103,verantworten,
1911,103,verbannen,
1912,103,verbauen,
1913,103,verbuchen,
1914,103,verdecken,
1915,103,verdichten,
1916,103,verehren,
1917,103,verfehlen,
1918,103,verfeinern,
1919,103,verhelfen,
1920,103,verhängen,
1921,103,verkraften,
1922,103,verkörpern,
1923,103,verlagern,
1924,103,verlauten,
1925,103,verleiten,
1926,103,verlesen,
1927,103,verlinken,
1928,103,verlosen,
1929,103,vermarkten,
1930,103,vermelden,
1931,103,vermerken,
1932,103,vermischen,
1933,103,verneinen,
1934,103,vernetzen,
1935,103,verordnen,
1936,103,verrechnen,
1937,103,verrichten,
1938,103,verschlagen,
1939,103,verschleppen,
1940,103,verschlingen,
1941,103,verschlüsseln,
1942,103,verschmelzen,
1943,103,verschonen,
1944,103,versenken,
1945,103,versinken,
1946,103,versperren,
1947,103,verspielen,
1948,103,verspüren,
1949,103,verstauen,
1950,103,versterben,
1951,103,verstossen,
1952,103,verstreichen,
1953,103,vertagen,
1954,103,vertragen,
1955,103,verunsichern,
1956,103,vervollständigen,
1957,103,verwehren,
1958,103,verwerfen,
1959,103,verwerten,
1960,103,verwickeln,
1961,103,verwöhnen,
1962,103,verzaubern,
1963,103,verzieren,
1964,103,verzögern,
1965,103,veräußern,
1966,103,verüben,
1967,103,vollbringen,
1968,103,vollenden,
1969,103,voranbringen,
1970,103,vorantreiben,
1971,103,vorausgehen,
1972,103,vorbehalten,
1973,103,vorbeischauen,
1974,103,vorenthalten,
1975,103,vorfinden,
1976,103,vorführen,
1977,103,vorhalten,
1978,103,vorhersagen,
1979,103,votieren,
1980,103,wackeln,
1981,103,wappnen,
1982,103,wegdenken,
1983,103,wegfallen,
1984,103,weilen,
1985,103,weiterempfehlen,
1986,103,weiterentwickeln,
1987,103,weiterhelfen,
1988,103,weiterlesen,
1989,103,weitern,
1990,103,wickeln,
1991,103,widerlegen,
1992,103,widerrufen,
1993,103,widerspiegeln,
1994,103,wiedererkennen,
1995,103,wiederfinden,
1996,103,wiedergeben,
1997,103,wiederwählen,
1998,103,wischen,
1999,103,wärmen,
2000,103,würdigen,
2001,103,zelebrieren,
2002,103,zerbrechen,
2003,103,zerlegen,
2004,103,zertifizieren,
2005,103,zeugen,
2006,103,zieren,
2007,103,zollen,
2008,103,zufügen,
2009,103,zugestehen,
2010,103,zumuten,
2011,103,zurechnen,
2012,103,zurückholen,
2013,103,zurücklassen,
2014,103,zurückzahlen,
2015,103,zusammenbrechen,
2016,103,zusammenbringen,
2017,103,zusammenfinden,
2018,103,zusammenführen,
2019,103,zusammenhalten,
2020,103,zusammenschließen,
2021,103,zusammentragen,
2022,103,zuschicken,
2023,103,zuschlagen,
2024,103,zuschneiden,
2025,103,zuschreiben,
2026,103,zusenden,
2027,103,zusichern,
2028,103,zusprechen,
2029,103,zustellen,
2030,103,zuziehen,
2031,103,überbieten,
2032,103,überbringen,
2033,103,überbrücken,
2034,103,überdenken,
2035,103,überführen,
2036,103,überragen,
2037,103,überschlagen,
2038,103,überspringen,
2039,103,übersteigen,
2040,103,übertreffen,
2041,103,überwiegen,
2042,103,überwältigen,
2043,103,verbrechen,to commit (a crime)
2044,103,linken,"to deceive someone, to con someone"
2045,103,abkommen,
2046,103,anscheinen,
2047,103,assoziieren,
2048,103,ausgestalten,
2049,103,autorisieren,
2050,103,breiten,
2051,103,doppeln,
2052,103,dritteln,
2053,103,durchmessen,
2054,103,echoen,
2055,103,einen,
2056,103,ersehen,
2057,103,ersuchen,
2058,103,fasern,
2059,103,freien,
2060,103,frieden,
2061,103,globalisieren,
2062,103,haken,
2063,103,herschieben,
2064,103,hervorragen,
2065,103,hervorwagen,
2066,103,jungen,
2067,103,kanten,
2068,103,knoten,
2069,103,komplizieren,
2070,103,krümeln,
2071,103,länden,
2072,103,langen,
2073,103,lasten,
2074,103,leiben,
2075,103,lodern,
2076,103,mengen,
2077,103,mosern,
2078,103,navigieren,
2079,103,normen,
2080,103,nuten,
2081,103,polen,
2082,103,punkten,
2083,103,rahmen,
2084,103,rechten,
2085,103,reifen,
2086,103,schatten,
2087,103,schichten,
2088,103,schnellen,
2089,103,schönen,
2090,103,seihen,
2091,103,spuren,
2092,103,stunden,
2093,103,übereinkommen,
2094,103,überfragen,
2095,103,überliegen,
2096,103,überschreien,
2097,103,verscheiden,
2098,103,verschilfen,
2099,103,verschneien,
2100,103,verwehen,
2101,103,vorbeireiten,
2102,103,vorschlafen,
2103,103,weißen,
2104,103,wesen,
2105,103,wundernehmen,
2106,103,zerfahren,
2107,103,zusammenstoßen,
2108,104,verzweifeln,to despair
2109,104,antun,"to do something to someone, to appeal to someone"
2110,104,bersten,
2111,104,fechten,
2112,104,genesen,
2113,104,kneifen,
2114,104,rauschen,
2115,104,seufzen,
2116,104,benehmen,to behave (refl.)
2117,104,erschweren,to burden
2118,105,entschleunigen,"to decelerate, to slow down"
2119,105,aufmerken,to pay attention
2120,105,zurückbringen,"to return something, to restore"
2121,105,leeren,to empty
2122,105,kämmen,to comb
2123,105,salzen,to season with salt
2124,105,härten,to harden
2125,105,beglücken,to make happy
2126,105,befreunden,to befriend (refl.)
2127,105,beglückwünschen,"to congratulate, to felicitate"
2128,105,ausbestehen,to consist
2129,105,kapieren,"to understand intellectually (coll.), to get (coll.)"
2130,105,abhauen,"to cut off (cutting weapon), to do a runner, to piss off"
2131,105,wahren,"to protect, to safeguard, to maintain, to preserve"
2132,105,rausfinden,to figure out (coll.)
2133,105,ficken,to fuck
2134,105,verarschen,"to trick, to fool"
2135,105,durchmachen,"to go through, to endure, to undergo, to finish, to stay up all night"
2136,105,reinlegen,to spoof (coll.)
2137,105,einsperren,"to lock up, to imprison"
2138,105,anlügen,"to lie to, to tell someone a lie"
2139,105,bescheissen,"to deceive someone, to screw someone"
2140,105,rausholen,"to spring someone (from a trap, prison etc.), to spring something (suddenly), to whip it out"
2141,105,reingehen,to go in
2142,105,verfluchen,to curse
2143,105,anschießen,"to shoot along, to shoot someone"
2144,105,versauen,"to mess something up, to butcher something, to cock something up"
2145,105,flehen,"to beg, to entreat, to beseech"
2146,105,nachsehen,"to chech back, to peek, to look something up/over"
2147,105,vermasseln,"to screw up, to botch, to goof, to muddle"
2148,105,verprügeln,"to beat someone up, to wallop"
2149,105,weglaufen,to run away
2150,105,stöhnen,"to moan, to groan"
2151,105,umrühen,to stir
2152,105,anhängen,to attach
2153,105,ausstecken,to unplug
2154,105,abtrennen,to detach
2155,105,beben,
2156,105,bellen,
2157,105,brauen,
2158,105,brausen,
2159,105,bürsten,
2160,105,dämmen,
2161,105,dämmern,
2162,105,dampfen,
2163,105,dichten,
2164,105,ducken,
2165,105,dürsten,
2166,105,einatmen,
2167,105,einbilden,
2168,105,entbehren,
2169,105,entgegenen,
2170,105,flicken,
2171,105,fluchen,
2172,105,fluten,
2173,105,gähnen,
2174,105,gären,
2175,105,genieren,
2176,105,glotzen,
2177,105,glühen,
2178,105,grollen,
2179,105,hämmern,
2180,105,herausbekommen,
2181,105,immatrikulieren,
2182,105,imponieren,
2183,105,jammern,
2184,105,jauchzen,
2185,105,jaulen,
2186,105,jobben,
2187,105,jodeln,
2188,105,jucken,
2189,105,justieren,
2190,105,kauen,
2191,105,lecken,
2192,105,lichten,
2193,105,lutschen,
2194,105,mahlen,
2195,105,nagen,
2196,105,naschen,
2197,105,necken,
2198,105,pachten,
2199,105,qualmen,
2200,105,quetschen,
2201,105,quietschen,
2202,105,rösten,
2203,105,scherzen,
2204,105,schlachten,
2205,105,schmieren,
2206,105,sieden,
2207,105,sprühen,
2208,105,spucken,
2209,105,tropfen,
2210,105,verachten,
2211,105,verkommen,
2212,105,vermehren,
2213,105,wälzen,
2214,105,wetzen,
2215,105,zähmen,
2216,105,zapfen,
2217,105,abbringen,to dissuade
2218,105,adressieren,to address
2219,105,ängstigen,to frighten
2220,105,ekeln,to disgust
2221,105,fussen,to be based on
2222,105,spotten,to mock
2223,105,verheimlichen,to conceal
2224,105,altern,to age
2225,105,befehligen,to command
2226,105,bewachen,to guard
2227,105,knien,to kneel
