Nr,level,question,answer,german,english
495,8,"Er ist _____ sehr nett, aber manchmal ein bisschen schüchtern.",eigentlich,"Er ist eigentlich sehr nett, aber manchmal ein bisschen schüchtern.","He is actually very nice, but sometimes a little shy."
496,8,"_____ esse ich kein Fleisch, aber heute mache ich eine Ausnahme.",Eigentlich,"Eigentlich esse ich kein Fleisch, aber heute mache ich eine Ausnahme.","Actually, I don’t eat meat, but today I’m making an exception."
497,8,"Wir wollten _____ nach Italien reisen, aber die Flüge waren zu teuer.",eigentlich,"Wir wollten eigentlich nach Italien reisen, aber die Flüge waren zu teuer.","We actually wanted to travel to Italy, but the flights were too expensive."
498,8,"_____ ist es nicht schwer, aber man muss viel üben.",Eigentlich,"Eigentlich ist es nicht schwer, aber man muss viel üben.","Actually, it’s not difficult, but you have to practice a lot."
499,8,"Ich habe letztes Mal verloren, aber _____ gewinne ich!",diesmal,"Ich habe letztes Mal verloren, aber diesmal gewinne ich!","Last time I lost, but this time I will win!"
500,8,_____ fahren wir mit dem Zug und nicht mit dem Auto.,Diesmal,Diesmal fahren wir mit dem Zug und nicht mit dem Auto.,This time we are taking the train and not the car.
501,8,"Er hat die Prüfung letztes Jahr nicht bestanden, aber _____ hat er sich besser vorbereitet.",diesmal,"Er hat die Prüfung letztes Jahr nicht bestanden, aber diesmal hat er sich besser vorbereitet.","He didn’t pass the exam last year, but this time he prepared better."
502,8,"Wir haben letztes Mal Pizza gegessen, _____ probieren wir etwas Neues.",diesmal,"Wir haben letztes Mal Pizza gegessen, diesmal probieren wir etwas Neues.","Last time we ate pizza, this time we are trying something new."
503,8,"_____ komme ich pünktlich, versprochen!",Diesmal,"Diesmal komme ich pünktlich, versprochen!","This time I will be on time, I promise!"
504,8,"Ich mag viele Sportarten, aber ich spiele _____ gern Tennis.",besonders,"Ich mag viele Sportarten, aber ich spiele besonders gern Tennis.","I like many sports, but I especially enjoy playing tennis."
505,8,Das Essen im Restaurant war _____ lecker.,besonders,Das Essen im Restaurant war besonders lecker.,The food in the restaurant was particularly delicious.
506,8,"Dieses Buch ist _____ interessant für Menschen, die Geschichte mögen.",besonders,"Dieses Buch ist besonders interessant für Menschen, die Geschichte mögen.",This book is especially interesting for people who like history.
507,8,"Er arbeitet _____ hart, um seine Ziele zu erreichen.",besonders,"Er arbeitet besonders hart, um seine Ziele zu erreichen.",He works particularly hard to achieve his goals.
508,8,Das Wetter ist heute _____ schön für einen Spaziergang.,besonders,Das Wetter ist heute besonders schön für einen Spaziergang.,The weather is especially nice today for a walk.
509,8,Diese beiden Autos sehen sich sehr _____.,ähnlich,Diese beiden Autos sehen sich sehr ähnlich.,These two cars look very similar.
510,8,Deutsch ist dem Niederländischen ziemlich _____.,ähnlich,Deutsch ist dem Niederländischen ziemlich ähnlich.,German is quite similar to Dutch.
511,8,Die Situation ist _____ wie letztes Jahr.,ähnlich,Die Situation ist ähnlich wie letztes Jahr.,The situation is similar to last year.
512,8,Ich habe es _____ gemacht.,ähnlich,Ich habe es ähnlich gemacht.,I've done it similarly.
513,8,"Die Zwillinge sehen sich zwar _____, aber sie haben unterschiedliche Persönlichkeiten.",ähnlich,"Die Zwillinge sehen sich zwar ähnlich, aber sie haben unterschiedliche Persönlichkeiten.","The twins may look similar, but they have different personalities."
514,8,_____ stehe ich um sieben Uhr auf.,Normalerweise,Normalerweise stehe ich um sieben Uhr auf.,"Normally, I get up at seven o’clock."
515,8,Er geht _____ nach der Arbeit ins Fitnessstudio.,normalerweise,Er geht normalerweise nach der Arbeit ins Fitnessstudio.,He usually goes to the gym after work.
516,8,Wir essen _____ um 19 Uhr zu Abend.,normalerweise,Wir essen normalerweise um 19 Uhr zu Abend.,We traditionally have dinner at 7 p.m.
517,8,"_____ fahre ich mit dem Fahrrad zur Arbeit, aber heute hat es geregnet.",Normalerweise,"Normalerweise fahre ich mit dem Fahrrad zur Arbeit, aber heute hat es geregnet.","Normally, I ride my bike to work, but today it rained."
518,8,Sie verbringt _____ ihre Wochenenden mit ihrer Familie.,normalerweise,Sie verbringt normalerweise ihre Wochenenden mit ihrer Familie.,She usually spends her weekends with her family.
519,8,"Ich weiß nicht _____, wann das Meeting beginnt.",genau,"Ich weiß nicht genau, wann das Meeting beginnt.",I don’t know exactly when the meeting starts.
520,8,"Kannst du mir _____ erklären, wie das funktioniert?",genau,"Kannst du mir genau erklären, wie das funktioniert?",Can you explain to me precisely how that works?
521,8,Er hat sich _____ an die Anweisungen gehalten.,genau,Er hat sich genau an die Anweisungen gehalten.,He followed the instructions exactly.
522,8,"Die Zahlen müssen _____ überprüft werden, um Fehler zu vermeiden.",genau,"Die Zahlen müssen genau überprüft werden, um Fehler zu vermeiden.",The numbers must be checked precisely to avoid mistakes.
523,8,_____ das wollte ich auch sagen!,Genau,Genau das wollte ich auch sagen!,That’s exactly what I wanted to say!
524,8,_____ wird das Wetter morgen besser.,Hoffentlich,Hoffentlich wird das Wetter morgen besser.,"Hopefully, the weather will be better tomorrow."
525,8,"Er hat hart für die Prüfung gelernt, _____ besteht er sie.",hoffentlich,"Er hat hart für die Prüfung gelernt, hoffentlich besteht er sie.","He studied hard for the exam; hopefully, he will pass it."
526,8,_____ können wir uns bald wiedersehen.,Hoffentlich,Hoffentlich können wir uns bald wiedersehen.,"Hopefully, we can see each other again soon."
527,8,"Sie hat sich beworben, _____ bekommt sie den Job.",hoffentlich,"Sie hat sich beworben, hoffentlich bekommt sie den Job.","She applied for the job; hopefully, she will get it."
528,8,_____ gibt es keinen Stau auf der Autobahn.,Hoffentlich,Hoffentlich gibt es keinen Stau auf der Autobahn.,"Hopefully, there won’t be any traffic on the highway."
529,8,Er hat sich _____ für einen Marathon angemeldet.,erstmals,Er hat sich erstmals für einen Marathon angemeldet.,He has signed up for a marathon for the first time.
530,8,Das Unternehmen präsentiert seine neue Technologie _____ auf der Messe.,erstmals,Das Unternehmen präsentiert seine neue Technologie erstmals auf der Messe.,The company is presenting its new technology for the first time at the trade fair.
531,8,Sie reist _____ alleine ins Ausland.,erstmals,Sie reist erstmals alleine ins Ausland.,She is traveling abroad alone for the first time.
532,8,Der Film wurde _____ im Jahr 2020 gezeigt.,erstmals,Der Film wurde erstmals im Jahr 2020 gezeigt.,The movie was shown for the first time in 2020.
533,8,Ich habe ihn _____ auf einer Konferenz getroffen.,erstmals,Ich habe ihn erstmals auf einer Konferenz getroffen.,I met him for the first time at a conference.
534,8,Wir können _____ nächste Woche mit dem Projekt beginnen.,frühestens,Wir können frühestens nächste Woche mit dem Projekt beginnen.,We can start the project at the earliest next week.
535,8,Der Arzttermin ist _____ in zwei Wochen verfügbar.,frühestens,Der Arzttermin ist frühestens in zwei Wochen verfügbar.,The doctor’s appointment is available at the earliest in two weeks.
536,8,Ich werde dich _____ um 18 Uhr anrufen.,frühestens,Ich werde dich frühestens um 18 Uhr anrufen.,I will call you at the earliest at 6 p.m.
537,8,Die Lieferung kommt _____ am Montag an.,frühestens,Die Lieferung kommt frühestens am Montag an.,The delivery will arrive at the earliest on Monday.
538,8,Er kann _____ in einem Jahr befördert werden.,frühestens,Er kann frühestens in einem Jahr befördert werden.,He can be promoted at the earliest in a year.
539,8,Bitte senden Sie das Dokument _____ bis Freitag zurück.,spätestens,Bitte senden Sie das Dokument spätestens bis Freitag zurück.,Please return the document by Friday at the latest.
540,8,Wir müssen _____ um 10 Uhr am Flughafen sein.,spätestens,Wir müssen spätestens um 10 Uhr am Flughafen sein.,We must be at the airport by 10 a.m. at the latest.
541,8,_____ nach dem dritten Versuch sollte es funktionieren.,Spätestens,Spätestens nach dem dritten Versuch sollte es funktionieren.,It should work at the latest after the third attempt.
542,8,Die Anmeldung muss _____ eine Woche vor dem Kursbeginn erfolgen.,spätestens,Die Anmeldung muss spätestens eine Woche vor dem Kursbeginn erfolgen.,Registration must be completed at the latest one week before the course starts.
543,8,_____ nach der Prüfung werde ich Urlaub machen.,Spätestens,Spätestens nach der Prüfung werde ich Urlaub machen.,"At the latest after the exam, I will go on vacation."
544,8,Er wird sich _____ über das Geschenk freuen.,sicherlich,Er wird sich sicherlich über das Geschenk freuen.,He will certainly be happy about the gift.
545,8,"Das ist _____ die beste Entscheidung, die du treffen kannst.",sicherlich,"Das ist sicherlich die beste Entscheidung, die du treffen kannst.",That is certainly the best decision you can make.
546,8,"Es wird _____ eine Weile dauern, bis wir eine Lösung finden.",sicherlich,"Es wird sicherlich eine Weile dauern, bis wir eine Lösung finden.",It will surely take a while until we find a solution.
547,8,Sie hat sich _____ gut auf die Prüfung vorbereitet.,sicherlich,Sie hat sich sicherlich gut auf die Prüfung vorbereitet.,She has certainly prepared well for the exam.
548,8,Diese Reise wird _____ eine unvergessliche Erfahrung sein.,sicherlich,Diese Reise wird sicherlich eine unvergessliche Erfahrung sein.,This trip will surely be an unforgettable experience.
549,8,"Ich habe zwei Geschwister, einen Bruder _____ eine Schwester.",beziehungsweise,"Ich habe zwei Geschwister, einen Bruder beziehungsweise eine Schwester.","I have two siblings, a brother or rather a sister."
550,8,Der Kurs beginnt um 9 Uhr _____ um 10 Uhr für die Fortgeschrittenen.,beziehungsweise,Der Kurs beginnt um 9 Uhr beziehungsweise um 10 Uhr für die Fortgeschrittenen.,"The course starts at 9 a.m., or rather at 10 a.m. for advanced students."
551,8,"Du kannst mir eine E-Mail schreiben _____ mich anrufen, wenn du Fragen hast.",beziehungsweise,"Du kannst mir eine E-Mail schreiben beziehungsweise mich anrufen, wenn du Fragen hast.",You can send me an email or rather call me if you have questions.
552,8,Er ist Arzt _____ Spezialist für Kardiologie.,beziehungsweise,Er ist Arzt beziehungsweise Spezialist für Kardiologie.,"He is a doctor, or rather a specialist in cardiology."
553,8,Wir treffen uns am Bahnhof _____ direkt am Gleis 3.,beziehungsweise,Wir treffen uns am Bahnhof beziehungsweise direkt am Gleis 3.,"We will meet at the train station, or rather directly at platform 3."
554,8,"Auf meiner Reise besuchte ich viele Städte: Berlin, Hamburg, München _____.",und so weiter,"Auf meiner Reise besuchte ich viele Städte: Berlin, Hamburg, München und so weiter.","On my trip, I visited many cities: Berlin, Hamburg, Munich, and so on."
555,8,"Wir müssen noch einige Dinge erledigen: einkaufen, aufräumen, kochen _____.",und so weiter,"Wir müssen noch einige Dinge erledigen: einkaufen, aufräumen, kochen und so weiter.","We still have to do some things: shopping, cleaning, cooking, and so on."
556,8,"Im Museum gibt es viele berühmte Gemälde von Van Gogh, Picasso, Monet _____.",und so weiter,"Im Museum gibt es viele berühmte Gemälde von Van Gogh, Picasso, Monet und so weiter.","In the museum, there are many famous paintings by Van Gogh, Picasso, Monet, and so on."
557,8,"Sie liebt Sportarten wie Fußball, Tennis, Basketball _____.",und so weiter,"Sie liebt Sportarten wie Fußball, Tennis, Basketball und so weiter.","She loves sports like football, tennis, basketball, and so on."
558,8,"Bei der Prüfung mussten wir viele Themen bearbeiten: Grammatik, Wortschatz, Hörverstehen _____.",und so weiter,"Bei der Prüfung mussten wir viele Themen bearbeiten: Grammatik, Wortschatz, Hörverstehen und so weiter.","In the exam, we had to cover many topics: grammar, vocabulary, listening comprehension, and so on."
559,8,"Ich habe heute so viel gearbeitet, dass ich _____ noch Energie habe.",kaum,"Ich habe heute so viel gearbeitet, dass ich kaum noch Energie habe.",I worked so much today that I barely have any energy left.
560,8,"Er spricht so leise, dass ich ihn _____ verstehen kann.",kaum,"Er spricht so leise, dass ich ihn kaum verstehen kann.",He speaks so quietly that I can hardly understand him.
561,8,"Sie hatte _____ Zeit, sich auf die Prüfung vorzubereiten.",kaum,"Sie hatte kaum Zeit, sich auf die Prüfung vorzubereiten.",She had hardly any time to prepare for the exam.
562,8,"Nach dem langen Winter konnte man _____ glauben, dass es endlich Frühling wurde.",kaum,"Nach dem langen Winter konnte man kaum glauben, dass es endlich Frühling wurde.","After the long winter, it was hard to believe that it was finally spring."
563,8,"Es war so dunkel, dass ich _____ etwas sehen konnte.",kaum,"Es war so dunkel, dass ich kaum etwas sehen konnte.",It was so dark that I could barely see anything.
564,8,"Seine Aussprache ist _____ besser geworden, seitdem er regelmäßig übt.",deutlich,"Seine Aussprache ist deutlich besser geworden, seitdem er regelmäßig übt.",His pronunciation has clearly improved since he practices regularly.
565,8,"Die Zahlen zeigen _____, dass das Unternehmen wächst.",deutlich,"Die Zahlen zeigen deutlich, dass das Unternehmen wächst.",The numbers clearly show that the company is growing.
566,8,"Bitte sprich etwas _____er, ich kann dich kaum verstehen.",deutlich,"Bitte sprich etwas deutlicher, ich kann dich kaum verstehen.","Please speak a little more clearly, I can hardly understand you."
567,8,Der Unterschied zwischen den beiden Modellen ist _____ sichtbar.,deutlich,Der Unterschied zwischen den beiden Modellen ist deutlich sichtbar.,The difference between the two models is clearly visible.
568,8,Sein Verhalten hat sich in den letzten Monaten _____ verändert.,deutlich,Sein Verhalten hat sich in den letzten Monaten deutlich verändert.,His behavior has changed significantly in the last few months.
569,8,Er fragte _____ nach dem Weg zum Bahnhof.,höflich,Er fragte höflich nach dem Weg zum Bahnhof.,He politely asked for directions to the train station.
570,8,Sie bat den Kellner _____ um die Rechnung.,höflich,Sie bat den Kellner höflich um die Rechnung.,She politely asked the waiter for the bill.
571,8,"Wenn du _____ sprichst, bekommst du eher eine positive Antwort.",höflich,"Wenn du höflich sprichst, bekommst du eher eine positive Antwort.","If you speak politely, you are more likely to receive a positive response."
572,8,"Er hat _____ abgelehnt, weil er keine Zeit hatte.",höflich,"Er hat höflich abgelehnt, weil er keine Zeit hatte.",He politely declined because he didn’t have time.
573,8,Die Gäste wurden _____ begrüßt und an ihre Plätze geführt.,höflich,Die Gäste wurden höflich begrüßt und an ihre Plätze geführt.,The guests were politely greeted and led to their seats.
574,8,"_____ hat es aufgehört zu regnen, bevor das Konzert begann.",Glücklicherweise,"Glücklicherweise hat es aufgehört zu regnen, bevor das Konzert begann.","Fortunately, it stopped raining before the concert started."
575,8,"Ich hatte meinen Schlüssel verloren, aber _____ hatte mein Nachbar einen Ersatzschlüssel.",glücklicherweise,"Ich hatte meinen Schlüssel verloren, aber glücklicherweise hatte mein Nachbar einen Ersatzschlüssel.","I had lost my key, but fortunately, my neighbor had a spare key."
576,8,_____ war niemand verletzt nach dem Unfall.,Glücklicherweise,Glücklicherweise war niemand verletzt nach dem Unfall.,"Fortunately, no one was injured after the accident."
577,8,"Er kam zu spät zum Flughafen, aber _____ hatte sein Flug Verspätung.",glücklicherweise,"Er kam zu spät zum Flughafen, aber glücklicherweise hatte sein Flug Verspätung.","He arrived late at the airport, but fortunately, his flight was delayed."
578,8,"Wir haben uns verlaufen, aber _____ hat uns ein Einheimischer geholfen.",glücklicherweise,"Wir haben uns verlaufen, aber glücklicherweise hat uns ein Einheimischer geholfen.","We got lost, but fortunately, a local helped us."
579,8,Ich arbeite als Lehrer und _____ gebe ich Nachhilfe.,zusätzlich,Ich arbeite als Lehrer und zusätzlich gebe ich Nachhilfe.,"I work as a teacher, and additionally, I give tutoring lessons."
580,8,Zusätzlich zum Gehalt bekommt er eine monatliche Prämie.,zusätzlich,Zusätzlich zum Gehalt bekommt er eine monatliche Prämie.,"In addition to his salary, he receives a monthly bonus."
581,8,Sie lernt Deutsch und _____ auch Französisch.,zusätzlich,Sie lernt Deutsch und zusätzlich auch Französisch.,She is learning German and additionally French.
582,8,Das Hotel bietet kostenloses Frühstück und _____ ein Fitnessstudio.,zusätzlich,Das Hotel bietet kostenloses Frühstück und zusätzlich ein Fitnessstudio.,The hotel offers free breakfast and additionally a gym.
583,8,Er hat sein Studium abgeschlossen und _____ ein Praktikum gemacht.,zusätzlich,Er hat sein Studium abgeschlossen und zusätzlich ein Praktikum gemacht.,He completed his studies and additionally did an internship.
584,8,_____ in der Stadt gibt es schöne Cafés.,Überall,Überall in der Stadt gibt es schöne Cafés.,There are beautiful cafés everywhere in the city.
585,8,Ich habe mein Handy verloren und _____ danach gesucht.,überall,Ich habe mein Handy verloren und überall danach gesucht.,I lost my phone and searched for it everywhere.
586,8,Nach dem Sturm lag _____ Schnee.,überall,Nach dem Sturm lag überall Schnee.,"After the storm, there was snow everywhere."
587,8,Moderne Technologie ist mittlerweile _____ verfügbar.,überall,Moderne Technologie ist mittlerweile überall verfügbar.,Modern technology is now available everywhere.
588,8,"Die Musik war so laut, dass man sie _____ hören konnte.",überall,"Die Musik war so laut, dass man sie überall hören konnte.",The music was so loud that you could hear it all over.
589,9,"besides, moreover, furthermore",ausserdem,,
590,9,"so far, until now",bisher,,
591,9,"admittedly, to be precise",zwar,,
592,9,"probably, likely",wahrscheinlich,,
593,9,"with each other, together",miteinander,,
594,9,"originally, initially",ursprünglich,,
595,9,namely,nämlich,,
596,9,carefully,vorsichtig,,
597,9,suddenly,plötzlich,,
598,9,"primarily, mainly",hauptsächlich,,
599,9,honestly,ehrlich,,
600,9,"at the same time, simultaneously",gleichzeitig,,
601,9,on average,durchschnittlich,,
602,9,"allegedly, presumably, probably",vermutlich,,
603,9,"as possible, preferably",möglichst,,
604,9,"sometime, someday, at some point",irgendwann,,
605,9,somehow,irgendwie,,
606,9,nowhere,nirgendwo,,
607,9,anywhere,irgendwo,,
608,9,possibly,eventuell,,
609,9,irregularly,unregelmäßig,,
610,9,unusually,ungewöhnlich,,
611,9,absolutely,absolut,,
612,9,even,sogar,,
613,9,theoretically,theoretisch,,
614,10,"Wir sollten offener _____ kommunizieren, um Missverständnisse zu vermeiden.",miteinander,"Wir sollten offener miteinander kommunizieren, um Missverständnisse zu vermeiden.",We should communicate more openly with each other to avoid misunderstandings.
615,10,Sie arbeiten schon seit Jahren gut _____ zusammen.,miteinander,Sie arbeiten schon seit Jahren gut miteinander zusammen.,They have been working well together for years.
616,10,Nach dem Streit wollten sie nicht mehr _____ reden.,miteinander,Nach dem Streit wollten sie nicht mehr miteinander reden.,"After the argument, they didn’t want to talk to each other anymore."
617,10,"In einem Team ist es wichtig, gut _____ zu arbeiten.",miteinander,"In einem Team ist es wichtig, gut miteinander zu arbeiten.","In a team, it is important to work well together."
618,10,Die beiden Kinder spielen gerne _____ im Garten.,miteinander,Die beiden Kinder spielen gerne miteinander im Garten.,The two children like playing with each other in the garden.
619,10,_____ hat das Wetter in diesem Sommer nicht enttäuscht.,Bisher,Bisher hat das Wetter in diesem Sommer nicht enttäuscht.,"So far, the weather this summer has not disappointed."
620,10,Er hat _____ noch keine Antwort auf seine Bewerbung erhalten.,bisher,Er hat bisher noch keine Antwort auf seine Bewerbung erhalten.,He has not received a response to his application so far.
621,10,Wir hatten _____ keine Probleme mit der neuen Software.,bisher,Wir hatten bisher keine Probleme mit der neuen Software.,We have had no problems with the new software so far.
622,10,"_____ habe ich viel über dieses Thema gelesen, aber noch nicht alles verstanden.",Bisher,"Bisher habe ich viel über dieses Thema gelesen, aber noch nicht alles verstanden.","So far, I have read a lot about this topic, but I have not understood everything yet."
623,10,Sie hat _____ in drei verschiedenen Ländern gelebt.,bisher,Sie hat bisher in drei verschiedenen Ländern gelebt.,She has lived in three different countries so far.
624,10,"Es wird _____ morgen regnen, also nimm einen Regenschirm mit.",wahrscheinlich,"Es wird wahrscheinlich morgen regnen, also nimm einen Regenschirm mit.","It will probably rain tomorrow, so take an umbrella with you."
625,10,"Er kommt _____ später, weil er noch viel Arbeit hat.",wahrscheinlich,"Er kommt wahrscheinlich später, weil er noch viel Arbeit hat.",He will probably arrive later because he still has a lot of work.
626,10,"Dieses Buch wird dir _____ gefallen, weil du ähnliche Geschichten magst.",wahrscheinlich,"Dieses Buch wird dir wahrscheinlich gefallen, weil du ähnliche Geschichten magst.",You will probably like this book because you enjoy similar stories.
627,10,Die Preise werden _____ nächstes Jahr steigen.,wahrscheinlich,Die Preise werden wahrscheinlich nächstes Jahr steigen.,Prices will likely increase next year.
628,10,Ich werde _____ nächste Woche nach Berlin reisen.,wahrscheinlich,Ich werde wahrscheinlich nächste Woche nach Berlin reisen.,I will probably travel to Berlin next week.
629,10,"Ich habe keine Zeit für einen Urlaub, _____ ist das Wetter schlecht.",ausserdem,"Ich habe keine Zeit für einen Urlaub, ausserdem ist das Wetter schlecht.","I don’t have time for a vacation; besides, the weather is bad."
630,10,"Er spricht fliessend Englisch, _____ kann er etwas Spanisch.",ausserdem,"Er spricht fliessend Englisch, ausserdem kann er etwas Spanisch.","He speaks fluent English; furthermore, he knows some Spanish."
631,10,"Wir sollten mehr Gemüse essen, _____ ist es sehr gesund.",ausserdem,"Wir sollten mehr Gemüse essen, ausserdem ist es sehr gesund.","We should eat more vegetables; besides, they are very healthy."
632,10,"Das Hotel ist nicht nur günstig, _____ liegt es im Stadtzentrum.",ausserdem,"Das Hotel ist nicht nur günstig, ausserdem liegt es im Stadtzentrum.","The hotel is not only affordable; furthermore, it is located in the city center."
633,10,"Ich habe viel zu tun, _____ bin ich heute nicht in der Stimmung.",ausserdem,"Ich habe viel zu tun, ausserdem bin ich heute nicht in der Stimmung.","I have a lot to do; besides, I’m not in the mood today."
634,10,"Er hat die Aufgabe _____ erledigt, aber nicht sehr sorgfältig.",zwar,"Er hat die Aufgabe zwar erledigt, aber nicht sehr sorgfältig.","He did complete the task, but not very carefully."
635,10,"Ich habe das Buch _____ gelesen, aber ich habe es nicht ganz verstanden.",zwar,"Ich habe das Buch zwar gelesen, aber ich habe es nicht ganz verstanden.","I did read the book, but I didn’t fully understand it."
636,10,"Sie ist _____ jung, aber sie hat schon viel Erfahrung.",zwar,"Sie ist zwar jung, aber sie hat schon viel Erfahrung.","She is indeed young, but she already has a lot of experience."
637,10,"Das Hotel war _____ teuer, aber der Service war ausgezeichnet.",zwar,"Das Hotel war zwar teuer, aber der Service war ausgezeichnet.","The hotel was admittedly expensive, but the service was excellent."
638,10,"Er hat _____ wenig Zeit, aber er hilft mir trotzdem.",zwar,"Er hat zwar wenig Zeit, aber er hilft mir trotzdem.","He has little time, but he helps me anyway."
639,10,"Ich komme _____ aus Berlin, lebe aber jetzt in Hamburg.",ursprünglich,"Ich komme ursprünglich aus Berlin, lebe aber jetzt in Hamburg.",I am originally from Berlin but now live in Hamburg.
640,10,"Das Gebäude war _____ eine Fabrik, bevor es renoviert wurde.",ursprünglich,"Das Gebäude war ursprünglich eine Fabrik, bevor es renoviert wurde.",The building was originally a factory before it was renovated.
641,10,"_____ wollte er Medizin studieren, entschied sich aber für Jura.",Ursprünglich,"Ursprünglich wollte er Medizin studieren, entschied sich aber für Jura.","Originally, he wanted to study medicine but decided on law."
642,10,"Der Film basiert auf einer Geschichte, die _____ in den 1980er Jahren geschrieben wurde.",ursprünglich,"Der Film basiert auf einer Geschichte, die ursprünglich in den 1980er Jahren geschrieben wurde.",The film is based on a story that was originally written in the 1980s.
643,10,"_____ hatten wir geplant, im Sommer zu reisen, aber wir mussten es verschieben.",Ursprünglich,"Ursprünglich hatten wir geplant, im Sommer zu reisen, aber wir mussten es verschieben.","Originally, we had planned to travel in the summer, but we had to postpone it."
644,10,"Ich habe das Meeting abgesagt, _____ weil ich plötzlich krank wurde.",nämlich,"Ich habe das Meeting abgesagt, nämlich weil ich plötzlich krank wurde.","I canceled the meeting, namely because I suddenly became sick."
645,10,"Wir müssen den Plan ändern, _____ wegen der unerwarteten Kosten.",nämlich,"Wir müssen den Plan ändern, nämlich wegen der unerwarteten Kosten.","We have to change the plan, namely because of the unexpected costs."
646,10,"Er hat das Projekt nicht abgeschlossen, _____ da er mit anderen Aufgaben beschäftigt war.",nämlich,"Er hat das Projekt nicht abgeschlossen, nämlich da er mit anderen Aufgaben beschäftigt war.","He didn’t finish the project, namely because he was busy with other tasks."
647,10,"Ich konnte nicht teilnehmen, _____ ich war zu der Zeit schon verplant.",nämlich,"Ich konnte nicht teilnehmen, nämlich ich war zu der Zeit schon verplant.","I couldn’t attend, namely because I was already booked at that time."
648,10,"Die Veranstaltung wurde abgesagt, _____ aufgrund des schlechten Wetters.",nämlich,"Die Veranstaltung wurde abgesagt, nämlich aufgrund des schlechten Wetters.","The event was canceled, namely due to the bad weather."
649,10,"Sei _____, wenn du diese alte Brücke überquerst, sie ist nicht sehr stabil.",vorsichtig,"Sei vorsichtig, wenn du diese alte Brücke überquerst, sie ist nicht sehr stabil.",Be careful when crossing this old bridge; it is not very stable.
650,10,"Er öffnete _____ das Paket, um nichts zu beschädigen.",vorsichtig,"Er öffnete vorsichtig das Paket, um nichts zu beschädigen.",He carefully opened the package to avoid damaging anything.
651,10,Man sollte _____ mit persönlichen Daten im Internet umgehen.,vorsichtig,Man sollte vorsichtig mit persönlichen Daten im Internet umgehen.,One should be cautious with personal data on the internet.
652,10,"Sie formulierte ihre Kritik _____, um niemanden zu verletzen.",vorsichtig,"Sie formulierte ihre Kritik vorsichtig, um niemanden zu verletzen.",She worded her criticism carefully to avoid hurting anyone.
653,10,"Der Fahrer fuhr _____ durch die enge Straße, um Unfälle zu vermeiden.",vorsichtig,"Der Fahrer fuhr vorsichtig durch die enge Straße, um Unfälle zu vermeiden.",The driver drove cautiously through the narrow street to avoid accidents.
654,10,"Es wurde _____ dunkel, als die Sonne hinter den Wolken verschwand.",plötzlich,"Es wurde plötzlich dunkel, als die Sonne hinter den Wolken verschwand.",It suddenly became dark when the sun disappeared behind the clouds.
655,10,"_____ begann es stark zu regnen, und wir mussten Schutz suchen.",Plötzlich,"Plötzlich begann es stark zu regnen, und wir mussten Schutz suchen.","Suddenly, it started to rain heavily, and we had to find shelter."
656,10,Er fühlte sich _____ schlecht und musste nach Hause gehen.,plötzlich,Er fühlte sich plötzlich schlecht und musste nach Hause gehen.,He suddenly felt unwell and had to go home.
657,10,"Die Musik stoppte _____, und alle schauten sich verwundert an.",plötzlich,"Die Musik stoppte plötzlich, und alle schauten sich verwundert an.","The music suddenly stopped, and everyone looked at each other in surprise."
658,10,_____ stand mein alter Schulfreund vor mir – nach zehn Jahren!,Plötzlich,Plötzlich stand mein alter Schulfreund vor mir – nach zehn Jahren!,"Suddenly, my old school friend stood in front of me – after ten years!"
659,10,"Ich esse _____ vegetarische Gerichte, aber manchmal auch Fisch.",hauptsächlich,"Ich esse hauptsächlich vegetarische Gerichte, aber manchmal auch Fisch.","I mainly eat vegetarian dishes, but sometimes also fish."
660,10,Das Unternehmen konzentriert sich _____ auf den internationalen Markt.,hauptsächlich,Das Unternehmen konzentriert sich hauptsächlich auf den internationalen Markt.,The company focuses primarily on the international market.
661,10,"Er arbeitet _____ im Homeoffice, aber geht gelegentlich ins Büro.",hauptsächlich,"Er arbeitet hauptsächlich im Homeoffice, aber geht gelegentlich ins Büro.",He mainly works from home but occasionally goes to the office.
662,10,Wir haben das Projekt _____ wegen fehlender Finanzierung gestoppt.,hauptsächlich,Wir haben das Projekt hauptsächlich wegen fehlender Finanzierung gestoppt.,We stopped the project mainly due to a lack of funding.
663,10,Dieses Buch richtet sich _____ an Studierende der Wirtschaftswissenschaften.,hauptsächlich,Dieses Buch richtet sich hauptsächlich an Studierende der Wirtschaftswissenschaften.,This book is primarily aimed at students of economics.
664,10,"_____ gesagt, habe ich keine Lust, heute auszugehen.",Ehrlich,"Ehrlich gesagt, habe ich keine Lust, heute auszugehen.","To be honest, I don’t feel like going out today."
665,10,"Er hat mir _____ erzählt, was passiert ist.",ehrlich,"Er hat mir ehrlich erzählt, was passiert ist.",He honestly told me what happened.
666,10,"Ich kann dir _____ nicht sagen, ob das eine gute Idee ist.",ehrlich,"Ich kann dir ehrlich nicht sagen, ob das eine gute Idee ist.",I honestly can’t tell you if that’s a good idea.
667,10,"Sie hat mich _____ gewarnt, dass der Job sehr anstrengend sein wird.",ehrlich,"Sie hat mich ehrlich gewarnt, dass der Job sehr anstrengend sein wird.",She honestly warned me that the job would be very exhausting.
