Nr,level,answer,question
1767,106,lockern,
1768,106,loslegen,
1769,106,läuten,
1770,106,lüften,
1771,106,marschieren,
1772,106,meckern,
1773,106,mehren,
1774,106,mindern,
1775,106,minimieren,
1776,106,missachten,
1777,106,missbrauchen,
1778,106,missen,
1779,106,mitarbeiten,
1780,106,mitbekommen,
1781,106,miterleben,
1782,106,mitfahren,
1783,106,mitgestalten,
1784,106,mithalten,
1785,106,mithelfen,
1786,106,mitreden,
1787,106,mitspielen,
1788,106,mittragen,
1789,106,mobilisieren,
1790,106,moderieren,
1791,106,monieren,
1792,106,montieren,
1793,106,musizieren,
1794,106,münden,
1795,106,nachgeben,
1796,106,nachholen,
1797,106,nachkommen,
1798,106,nachlassen,
1799,106,nachlesen,
1800,106,nachvollziehen,
1801,106,niederlassen,
1802,106,niederlegen,
1803,106,niederschlagen,
1804,106,obliegen,
1805,106,offenbaren,
1806,106,offenlegen,
1807,106,offerieren,
1808,106,ordern,
1809,106,paaren,
1810,106,parieren,
1811,106,pausieren,
1812,106,pendeln,
1813,106,plaudern,
1814,106,pochen,
1815,106,polieren,
1816,106,praktizieren,
1817,106,predigen,
1818,106,preisgeben,
1819,106,prognostizieren,
1820,106,programmieren,
1821,106,propagieren,
1822,106,prophezeien,
1823,106,provozieren,
1824,106,prämieren,
1825,106,pumpen,
1826,106,radeln,
1827,106,ragen,
1828,106,rammen,
1829,106,rangieren,
1830,106,rasen,
1831,106,rasten,
1832,106,referieren,
1833,106,regulieren,
1834,106,reihen,
1835,106,rekonstruieren,
1836,106,relativieren,
1837,106,respektieren,
1838,106,restaurieren,
1839,106,resümieren,
1840,106,rocken,
1841,106,rügen,
1842,106,scheuen,
1843,106,schienen,
1844,106,schlendern,
1845,106,schleudern,
1846,106,schlucken,
1847,106,schlüpfen,
1848,106,schmieden,
1849,106,schmunzeln,
1850,106,schmücken,
1851,106,schnuppern,
1852,106,schnüren,
1853,106,schocken,
1854,106,schonen,
1855,106,schossen,
1856,106,schrauben,
1857,106,schrecken,
1858,106,schränken,
1859,106,schulen,
1860,106,schwanken,
1861,106,schwärmen,
1862,106,schädigen,
1863,106,schärfen,
1864,106,schöpfen,
1865,106,schüren,
1866,106,scrollen,
1867,106,sehnen,
1868,106,sensibilisieren,
1869,106,sichten,
1870,106,signalisieren,
1871,106,simulieren,
1872,106,skizzieren,
1873,106,speisen,
1874,106,spekulieren,
1875,106,spenden,
1876,106,spendieren,
1877,106,sprengen,
1878,106,standhalten,
1879,106,stapeln,
1880,106,stationieren,
1881,106,stemmen,
1882,106,stiften,
1883,106,stocken,
1884,106,stolpern,
1885,106,streamen,
1886,106,streicheln,
1887,106,streifen,
1888,106,streuen,
1889,106,strömen,
1890,106,stöbern,
1891,106,stürmen,
1892,106,suggerieren,
1893,106,symbolisieren,
1894,106,taufen,
1895,106,teilhaben,
1896,106,tendieren,
1897,106,thematisieren,
1898,106,titeln,
1899,106,tolerieren,
1900,106,trauern,
1901,106,triumphieren,
1902,106,trotzen,
1903,106,tummeln,
1904,106,tönen,
1905,106,umbenennen,
1906,106,umgestalten,
1907,106,umleiten,
1908,106,umrahmen,
1909,106,umschreiben,
1910,106,umsehen,
1911,106,unterbinden,
1912,106,untermauern,
1913,106,untersagen,
1914,106,unterteilen,
1915,106,unterwerfen,
1916,106,unterziehen,
1917,106,urteilen,
1918,106,variieren,
1919,106,verabreichen,
1920,106,verankern,
1921,106,veranschlagen,
1922,106,verantworten,
1923,106,verbannen,
1924,106,verbauen,
1925,106,verbuchen,
1926,106,verdecken,
1927,106,verdichten,
1928,106,verehren,
1929,106,verfehlen,
1930,106,verfeinern,
1931,106,verhelfen,
1932,106,verhängen,
1933,106,verkraften,
1934,106,verkörpern,
1935,106,verlagern,
1936,106,verlauten,
1937,106,verleiten,
1938,106,verlesen,
1939,106,verlinken,
1940,106,verlosen,
1941,106,vermarkten,
1942,106,vermelden,
1943,106,vermerken,
1944,106,vermischen,
1945,106,verneinen,
1946,106,vernetzen,
1947,106,verordnen,
1948,106,verrechnen,
1949,106,verrichten,
1950,106,verschlagen,
1951,106,verschleppen,
1952,106,verschlingen,
1953,106,verschlüsseln,
1954,106,verschmelzen,
1955,106,verschonen,
1956,106,versenken,
1957,106,versinken,
1958,106,versperren,
1959,106,verspielen,
1960,106,verspüren,
1961,106,verstauen,
1962,106,versterben,
1963,106,verstossen,
1964,106,verstreichen,
1965,106,vertagen,
1966,106,vertragen,
1967,106,verunsichern,
1968,106,vervollständigen,
1969,106,verwehren,
1970,106,verwerfen,
1971,106,verwerten,
1972,106,verwickeln,
1973,106,verwöhnen,
1974,106,verzaubern,
1975,106,verzieren,
1976,106,verzögern,
1977,106,veräussern,
1978,106,verüben,
1979,106,vollbringen,
1980,106,vollenden,
1981,106,voranbringen,
1982,106,vorantreiben,
1983,106,vorausgehen,
1984,106,vorbehalten,
1985,106,vorbeischauen,
1986,106,vorenthalten,
1987,106,vorfinden,
1988,106,vorführen,
1989,106,vorhalten,
1990,106,vorhersagen,
1991,106,votieren,
1992,106,wackeln,
1993,106,wappnen,
1994,106,wegdenken,
1995,106,wegfallen,
1996,106,weilen,
1997,106,weiterempfehlen,
1998,106,weiterentwickeln,
1999,106,weiterhelfen,
2000,106,weiterlesen,
2001,106,weitern,
2002,106,wickeln,
2003,106,widerlegen,
2004,106,widerrufen,
2005,106,widerspiegeln,
2006,106,wiedererkennen,
2007,106,wiederfinden,
2008,106,wiedergeben,
2009,106,wiederwählen,
2010,106,wischen,
2011,106,wärmen,
2012,106,würdigen,
2013,106,zelebrieren,
2014,106,zerbrechen,
2015,106,zerlegen,
2016,106,zertifizieren,
2017,106,zeugen,
2018,106,zieren,
2019,106,zollen,
2020,106,zufügen,
2021,106,zugestehen,
2022,106,zumuten,
2023,106,zurechnen,
2024,106,zurückholen,
2025,106,zurücklassen,
2026,106,zurückzahlen,
2027,106,zusammenbrechen,
2028,106,zusammenbringen,
2029,106,zusammenfinden,
2030,106,zusammenführen,
2031,106,zusammenhalten,
2032,106,zusammenschliessen,
2033,106,zusammentragen,
2034,106,zuschicken,
2035,106,zuschlagen,
2036,106,zuschneiden,
2037,106,zuschreiben,
2038,106,zusenden,
2039,106,zusichern,
2040,106,zusprechen,
2041,106,zustellen,
2042,106,zuziehen,
2043,106,überbieten,
2044,106,überbringen,
2045,106,überbrücken,
2046,106,überdenken,
2047,106,überführen,
2048,106,überragen,
2049,106,überschlagen,
2050,106,überspringen,
2051,106,übersteigen,
2052,106,übertreffen,
2053,106,überwiegen,
2054,106,überwältigen,
2055,107,zurückbringen,"to return something, to restore"
2056,107,leeren,to empty
2057,107,kämmen,to comb
2058,107,salzen,to season with salt
2059,107,verbrechen,to commit (a crime)
2060,107,härten,to harden
2061,107,beglücken,to make happy
2062,107,befreunden,to befriend (refl.)
2063,107,beglückwünschen,"to congratulate, to felicitate"
2064,107,ausbestehen,to consist
2065,107,kapieren,"to understand intellectually (coll.), to get (coll.)"
2066,107,abhauen,"to cut off (cutting weapon), to do a runner, to piss off"
2067,107,wahren,"to protect, to safeguard, to maintain, to preserve"
2068,107,rausfinden,to figure out (coll.)
2069,107,ficken,to fuck
2070,107,verarschen,"to trick, to fool"
2071,107,durchmachen,"to go through, to endure, to undergo, to finish, to stay up all night"
2072,107,reinlegen,to spoof (coll.)
2073,107,einsperren,"to lock up, to imprison"
2074,107,anlügen,"to lie to, to tell someone a lie"
2075,107,bescheissen,"to deceive someone, to screw someone"
2076,107,rausholen,"to spring someone (from a trap, prison etc.), to spring something (suddenly), to whip it out"
2077,107,reingehen,to go in
2078,107,verfluchen,to curse
2079,107,anschiessen,"to shoot along, to shoot someone"
2080,107,versauen,"to mess something up, to butcher something, to cock something up"
2081,107,flehen,"to beg, to entreat, to beseech"
2082,107,linken,"to deceive someone, to con someone"
2083,107,nachsehen,"to chech back, to peek, to look something up/over"
2084,107,vermasseln,"to screw up, to botch, to goof, to muddle"
2085,107,verprügeln,"to beat someone up, to wallop"
2086,107,weglaufen,to run away
2087,107,stöhnen,"to moan, to groan"
2088,107,abkommen,
2089,107,anscheinen,
2090,107,assoziieren,
2091,107,ausgestalten,
2092,107,autorisieren,
2093,107,breiten,
2094,107,doppeln,
2095,107,dritteln,
2096,107,durchmessen,
2097,107,echoen,
2098,107,einen,
2099,107,ersehen,
2100,107,ersuchen,
2101,107,fasern,
2102,107,freien,
2103,107,frieden,
2104,107,globalisieren,
2105,107,haken,
2106,107,herschieben,
2107,107,hervorragen,
2108,107,hervorwagen,
2109,107,jungen,
2110,107,kanten,
2111,107,knoten,
2112,107,komplizieren,
2113,107,krümeln,
2114,107,länden,
2115,107,langen,
2116,107,lasten,
2117,107,leiben,
2118,107,lodern,
2119,107,mengen,
2120,107,mosern,
2121,107,navigieren,
2122,107,normen,
2123,107,nuten,
2124,107,polen,
2125,107,umrühen,to stir
2126,107,anhängen,to attach
2127,107,ausstecken,to unplug
2128,107,abtrennen,to detach
2129,107,punkten,
2130,107,rahmen,
2131,107,rechten,
2132,107,reifen,
2133,107,schatten,
2134,107,schichten,
2135,107,schnellen,
2136,107,schönen,
2137,107,seihen,
2138,107,spuren,
2139,107,stunden,
2140,107,übereinkommen,
2141,107,überfragen,
2142,107,überliegen,
2143,107,überschreien,
2144,107,verscheiden,
2145,107,verschilfen,
2146,107,verschneien,
2147,107,verwehen,
2148,107,vorbeireiten,
2149,107,vorschlafen,
2150,107,weissen,
2151,107,wesen,
2152,107,wundernehmen,
2153,107,zerfahren,
2154,107,zusammenstossen,
2155,107,beben,
2156,107,bellen,
2157,107,brauen,
2158,107,brausen,
2159,107,bürsten,
2160,107,dämmen,
2161,107,dämmern,
2162,107,dampfen,
2163,107,dichten,
2164,107,ducken,
2165,107,dürsten,
2166,107,einatmen,
2167,107,einbilden,
2168,107,entbehren,
2169,107,entgegenen,
2170,107,flicken,
2171,107,fluchen,
2172,107,fluten,
2173,107,gähnen,
2174,107,gären,
2175,107,genieren,
2176,107,glotzen,
2177,107,glühen,
2178,107,grollen,
2179,107,hämmern,
2180,107,herausbekommen,
2181,107,immatrikulieren,
2182,107,imponieren,
2183,107,jammern,
2184,107,jauchzen,
2185,107,jaulen,
2186,107,jobben,
2187,107,jodeln,
2188,107,jucken,
2189,107,justieren,
2190,107,kauen,
2191,107,lecken,
2192,107,lichten,
2193,107,lutschen,
2194,107,mahlen,
2195,107,nagen,
2196,107,naschen,
2197,107,necken,
2198,107,pachten,
2199,107,qualmen,
2200,107,quetschen,
2201,107,quietschen,
2202,107,rösten,
2203,107,scherzen,
2204,107,schlachten,
2205,107,schmieren,
2206,107,sieden,
2207,107,sprühen,
2208,107,spucken,
2209,107,tropfen,
2210,107,verachten,
2211,107,verkommen,
2212,107,vermehren,
2213,107,wälzen,
2214,107,wetzen,
2215,107,zähmen,
2216,107,zapfen,
2217,107,abbringen,to dissuade
2218,107,adressieren,to address
2219,107,ängstigen,to frighten
2220,107,ekeln,to disgust
2221,107,fussen,to be based on
2222,107,spotten,to mock
2223,107,verheimlichen,to conceal
2224,107,altern,to age
2225,107,befehligen,to command
2226,107,bewachen,to guard
2227,107,knien,to kneel
