Nr,level,question,answer,german,english
663,18,"Sie formulierte ihre Kritik _____, um niemanden zu verletzen.",vorsichtig,"Sie formulierte ihre Kritik vorsichtig, um niemanden zu verletzen.",She worded her criticism carefully to avoid hurting anyone.
664,18,"Der Fahrer fuhr _____ durch die enge Straße, um Unfälle zu vermeiden.",vorsichtig,"Der Fahrer fuhr vorsichtig durch die enge Straße, um Unfälle zu vermeiden.",The driver drove cautiously through the narrow street to avoid accidents.
665,18,"Es wurde _____ dunkel, als die Sonne hinter den Wolken verschwand.",plötzlich,"Es wurde plötzlich dunkel, als die Sonne hinter den Wolken verschwand.",It suddenly became dark when the sun disappeared behind the clouds.
666,18,"_____ begann es stark zu regnen, und wir mussten Schutz suchen.",Plötzlich,"Plötzlich begann es stark zu regnen, und wir mussten Schutz suchen.","Suddenly, it started to rain heavily, and we had to find shelter."
667,18,Er fühlte sich _____ schlecht und musste nach Hause gehen.,plötzlich,Er fühlte sich plötzlich schlecht und musste nach Hause gehen.,He suddenly felt unwell and had to go home.
668,18,"Die Musik stoppte _____, und alle schauten sich verwundert an.",plötzlich,"Die Musik stoppte plötzlich, und alle schauten sich verwundert an.","The music suddenly stopped, and everyone looked at each other in surprise."
669,18,_____ stand mein alter Schulfreund vor mir – nach zehn Jahren!,Plötzlich,Plötzlich stand mein alter Schulfreund vor mir – nach zehn Jahren!,"Suddenly, my old school friend stood in front of me – after ten years!"
670,18,"Ich esse _____ vegetarische Gerichte, aber manchmal auch Fisch.",hauptsächlich,"Ich esse hauptsächlich vegetarische Gerichte, aber manchmal auch Fisch.","I mainly eat vegetarian dishes, but sometimes also fish."
671,18,Das Unternehmen konzentriert sich _____ auf den internationalen Markt.,hauptsächlich,Das Unternehmen konzentriert sich hauptsächlich auf den internationalen Markt.,The company focuses primarily on the international market.
672,18,"Er arbeitet _____ im Homeoffice, aber geht gelegentlich ins Büro.",hauptsächlich,"Er arbeitet hauptsächlich im Homeoffice, aber geht gelegentlich ins Büro.",He mainly works from home but occasionally goes to the office.
673,18,Wir haben das Projekt _____ wegen fehlender Finanzierung gestoppt.,hauptsächlich,Wir haben das Projekt hauptsächlich wegen fehlender Finanzierung gestoppt.,We stopped the project mainly due to a lack of funding.
674,18,Dieses Buch richtet sich _____ an Studierende der Wirtschaftswissenschaften.,hauptsächlich,Dieses Buch richtet sich hauptsächlich an Studierende der Wirtschaftswissenschaften.,This book is primarily aimed at students of economics.
675,19,honestly,ehrlich,,
676,19,"at the same time, simultaneously",gleichzeitig,,
677,19,on average,durchschnittlich,,
678,19,"allegedly, presumably, probably",vermutlich,,
679,19,"as possible, preferably",möglichst,,
680,19,"sometime, someday, at some point",irgendwann,,
681,19,somehow,irgendwie,,
682,19,nowhere,nirgendwo,,
683,19,anywhere,irgendwo,,
684,19,irregularly,unregelmäßig,,
685,19,unusually,ungewöhnlich,,
686,20,"_____ gesagt, habe ich keine Lust, heute auszugehen.",Ehrlich,"Ehrlich gesagt, habe ich keine Lust, heute auszugehen.","To be honest, I don’t feel like going out today."
687,20,"Er hat mir _____ erzählt, was passiert ist.",ehrlich,"Er hat mir ehrlich erzählt, was passiert ist.",He honestly told me what happened.
688,20,"Ich kann dir _____ nicht sagen, ob das eine gute Idee ist.",ehrlich,"Ich kann dir ehrlich nicht sagen, ob das eine gute Idee ist.",I honestly can’t tell you if that’s a good idea.
689,20,"Sie hat mich _____ gewarnt, dass der Job sehr anstrengend sein wird.",ehrlich,"Sie hat mich ehrlich gewarnt, dass der Job sehr anstrengend sein wird.",She honestly warned me that the job would be very exhausting.
690,20,"_____ gesagt, finde ich dieses Buch ziemlich langweilig.",Ehrlich,"Ehrlich gesagt, finde ich dieses Buch ziemlich langweilig.","To be honest, I find this book quite boring."
691,20,"Er kann _____ essen und lesen, ohne Probleme zu haben.",gleichzeitig,"Er kann gleichzeitig essen und lesen, ohne Probleme zu haben.",He can eat and read at the same time without any problems.
692,20,"Die Firma arbeitet _____ an mehreren Projekten, um Zeit zu sparen.",gleichzeitig,"Die Firma arbeitet gleichzeitig an mehreren Projekten, um Zeit zu sparen.",The company is working on several projects simultaneously to save time.
693,20,"Es ist schwierig, _____ zu telefonieren und Notizen zu machen.",gleichzeitig,"Es ist schwierig, gleichzeitig zu telefonieren und Notizen zu machen.",It is difficult to talk on the phone and take notes at the same time.
694,20,"Wir müssen lernen, mehrere Aufgaben _____ zu erledigen.",gleichzeitig,"Wir müssen lernen, mehrere Aufgaben gleichzeitig zu erledigen.",We need to learn to handle multiple tasks at the same time.
695,20,Sie hat _____ eine E-Mail geschrieben und mit ihrem Kollegen gesprochen.,gleichzeitig,Sie hat gleichzeitig eine E-Mail geschrieben und mit ihrem Kollegen gesprochen.,She was writing an email and talking to her colleague at the same time.
696,20,"Er wird _____ zu spät kommen, weil er den Bus verpasst hat.",vermutlich,"Er wird vermutlich zu spät kommen, weil er den Bus verpasst hat.",He will probably be late because he missed the bus.
697,20,"Das Konzert wird _____ ausverkauft sein, also sollten wir früh Tickets kaufen.",vermutlich,"Das Konzert wird vermutlich ausverkauft sein, also sollten wir früh Tickets kaufen.","The concert will probably be sold out, so we should buy tickets early."
698,20,"_____ hat sie die Nachricht nicht gelesen, deshalb hat sie nicht geantwortet.",Vermutlich,"Vermutlich hat sie die Nachricht nicht gelesen, deshalb hat sie nicht geantwortet.","She probably hasn’t read the message, that’s why she hasn’t replied."
699,20,"Es wird _____ morgen regnen, also nehmen wir lieber einen Regenschirm mit.",vermutlich,"Es wird vermutlich morgen regnen, also nehmen wir lieber einen Regenschirm mit.","It will probably rain tomorrow, so we better take an umbrella."
700,20,_____ wird die Firma in den nächsten Jahren weiter wachsen.,Vermutlich,Vermutlich wird die Firma in den nächsten Jahren weiter wachsen.,The company will probably continue to grow in the coming years.
701,20,"Du solltest _____ früh ankommen, um einen guten Platz zu bekommen.",möglichst,"Du solltest möglichst früh ankommen, um einen guten Platz zu bekommen.",You should arrive as early as possible to get a good seat.
702,20,Wir wollen die Aufgabe _____ schnell erledigen.,möglichst,Wir wollen die Aufgabe möglichst schnell erledigen.,We want to complete the task as quickly as possible.
703,20,"Versuche, den Text _____ genau zu übersetzen.",möglichst,"Versuche, den Text möglichst genau zu übersetzen.",Try to translate the text as accurately as possible.
704,20,Er möchte _____ wenig Geld für das Auto ausgeben.,möglichst,Er möchte möglichst wenig Geld für das Auto ausgeben.,He wants to spend as little money as possible on the car.
705,20,_____ viele Teilnehmer sollten an der Umfrage teilnehmen.,Möglichst,Möglichst viele Teilnehmer sollten an der Umfrage teilnehmen.,As many participants as possible should take part in the survey.
706,20,_____ möchte ich eine Weltreise machen.,Irgendwann,Irgendwann möchte ich eine Weltreise machen.,"Someday, I want to travel around the world."
707,20,"Er hat mir gesagt, dass er mich _____ besuchen wird.",irgendwann,"Er hat mir gesagt, dass er mich irgendwann besuchen wird.",He told me that he will visit me sometime.
708,20,"_____ muss man eine Entscheidung treffen, auch wenn es schwerfällt.",Irgendwann,"Irgendwann muss man eine Entscheidung treffen, auch wenn es schwerfällt.","At some point, you have to make a decision, even if it's difficult."
709,20,"Wenn du dranbleibst, wirst du dein Ziel _____ erreichen.",irgendwann,"Wenn du dranbleibst, wirst du dein Ziel irgendwann erreichen.","If you keep going, you will reach your goal someday."
710,20,"Ich habe das Buch _____ letztes Jahr gelesen, aber ich erinnere mich kaum daran.",irgendwann,"Ich habe das Buch irgendwann letztes Jahr gelesen, aber ich erinnere mich kaum daran.","I read the book sometime last year, but I barely remember it."
711,20,"Ich habe mein Handy verloren, aber ich werde es _____ wiederfinden.",irgendwie,"Ich habe mein Handy verloren, aber ich werde es irgendwie wiederfinden.","I lost my phone, but I will find it somehow."
712,20,"Er hat keine Erfahrung, aber _____ schafft er es immer, gute Arbeit zu leisten.",irgendwie,"Er hat keine Erfahrung, aber irgendwie schafft er es immer, gute Arbeit zu leisten.","He has no experience, but somehow he always manages to do a good job."
713,20,"Ich habe keine Ahnung, wie ich das Problem lösen soll, aber _____ werde ich es schaffen.",irgendwie,"Ich habe keine Ahnung, wie ich das Problem lösen soll, aber irgendwie werde ich es schaffen.","I have no idea how to solve the problem, but somehow I will manage."
714,20,"Der Plan klingt kompliziert, aber wir müssen es _____ ausprobieren.",irgendwie,"Der Plan klingt kompliziert, aber wir müssen es irgendwie ausprobieren.","The plan sounds complicated, but we have to try it somehow."
715,20,"Ich fühle mich heute _____ müde, obwohl ich genug geschlafen habe.",irgendwie,"Ich fühle mich heute irgendwie müde, obwohl ich genug geschlafen habe.","I feel somehow tired today, even though I slept enough."
716,20,"Ich habe meine Brille _____ hingelegt, aber ich kann mich nicht erinnern, wo.",irgendwo,"Ich habe meine Brille irgendwo hingelegt, aber ich kann mich nicht erinnern, wo.","I put my glasses somewhere, but I can't remember where."
717,20,"Er möchte _____ in den Bergen Urlaub machen, aber er hat noch kein Hotel gebucht.",irgendwo,"Er möchte irgendwo in den Bergen Urlaub machen, aber er hat noch kein Hotel gebucht.","He wants to go on vacation somewhere in the mountains, but he hasn’t booked a hotel yet."
718,20,"Ich habe gehört, dass es _____ ein neues Café geben soll.",irgendwo,"Ich habe gehört, dass es irgendwo ein neues Café geben soll.",I heard that there is supposed to be a new café somewhere.
719,20,"Es gibt _____ in dieser Stadt ein tolles Museum, das du besuchen solltest.",irgendwo,"Es gibt irgendwo in dieser Stadt ein tolles Museum, das du besuchen solltest.",There is a great museum somewhere in this city that you should visit.
720,20,"Sie hofft, dass sie _____ eine passende Wohnung finden wird.",irgendwo,"Sie hofft, dass sie irgendwo eine passende Wohnung finden wird.",She hopes to find a suitable apartment somewhere.
721,20,"Ich habe meine Schlüssel gesucht, aber sie waren _____ zu finden.",nirgendwo,"Ich habe meine Schlüssel gesucht, aber sie waren nirgendwo zu finden.","I looked for my keys, but they were nowhere to be found."
722,20,_____ habe ich so gutes Essen gegessen wie in diesem Restaurant.,Nirgendwo,Nirgendwo habe ich so gutes Essen gegessen wie in diesem Restaurant.,Nowhere have I eaten such good food as in this restaurant.
723,20,Er fühlt sich _____ so wohl wie in seinem Heimatdorf.,nirgendwo,Er fühlt sich nirgendwo so wohl wie in seinem Heimatdorf.,He feels comfortable nowhere as much as in his hometown.
724,20,"Dieses Produkt ist _____ mehr erhältlich, weil es nicht mehr produziert wird.",nirgendwo,"Dieses Produkt ist nirgendwo mehr erhältlich, weil es nicht mehr produziert wird.",This product is no longer available anywhere because it is no longer produced.
725,20,"Ich habe überall nach einer Lösung gesucht, aber _____ eine gefunden.",nirgendwo,"Ich habe überall nach einer Lösung gesucht, aber nirgendwo eine gefunden.","I searched everywhere for a solution, but I found one nowhere."
726,20,Heute ist es für diese Jahreszeit _____ warm.,ungewöhnlich,Heute ist es für diese Jahreszeit ungewöhnlich warm.,"Today, it is unusually warm for this time of year."
727,20,"Er hat sich _____ höflich verhalten, was mich überrascht hat.",ungewöhnlich,"Er hat sich ungewöhnlich höflich verhalten, was mich überrascht hat.","He behaved unusually politely, which surprised me."
728,20,"Die Prüfung war _____ schwer, viel schwieriger als erwartet.",ungewöhnlich,"Die Prüfung war ungewöhnlich schwer, viel schwieriger als erwartet.","The exam was unusually difficult, much harder than expected."
729,20,"Sie war _____ ruhig, als sie die schlechten Nachrichten hörte.",ungewöhnlich,"Sie war ungewöhnlich ruhig, als sie die schlechten Nachrichten hörte.",She was unusually calm when she heard the bad news.
730,20,_____ viele Menschen haben an der Veranstaltung teilgenommen.,Ungewöhnlich,Ungewöhnlich viele Menschen haben an der Veranstaltung teilgenommen.,An unusually high number of people attended the event.
731,20,"Sein Schlafrhythmus ist _____, weil er oft bis spät in die Nacht arbeitet.",unregelmäßig,"Sein Schlafrhythmus ist unregelmäßig, weil er oft bis spät in die Nacht arbeitet.",His sleeps irregularly because he often works late into the night.
732,20,"Ich trainiere _____, deshalb sehe ich nur langsam Fortschritte.",unregelmäßig,"Ich trainiere unregelmäßig, deshalb sehe ich nur langsam Fortschritte.","I train irregularly, so I see progress only slowly."
733,20,"Da die Busse _____ fahren, ist es schwer, pünktlich anzukommen.",unregelmäßig,"Da die Busse unregelmäßig fahren, ist es schwer, pünktlich anzukommen.","Since the buses run irregularly, it’s hard to arrive on time."
734,20,"Er besucht seine Familie _____, weil er weit entfernt wohnt.",unregelmäßig,"Er besucht seine Familie unregelmäßig, weil er weit entfernt wohnt.",He visits his family irregularly because he lives far away.
735,20,_____ zu essen kann sich negativ auf die Gesundheit auswirken.,Unregelmäßig,Unregelmäßig zu essen kann sich negativ auf die Gesundheit auswirken.,Eating irregularly can have a negative impact on health.
736,20,Ein Erwachsener schläft _____ sieben Stunden pro Nacht.,durchschnittlich,Ein Erwachsener schläft durchschnittlich sieben Stunden pro Nacht.,An adult sleeps an average of seven hours per night.
737,20,Das Wetter ist hier _____ wärmer als in meiner Heimatstadt.,durchschnittlich,Das Wetter ist hier durchschnittlich wärmer als in meiner Heimatstadt.,The weather here is on average warmer than in my hometown.
738,20,Er arbeitet _____ 40 Stunden pro Woche.,durchschnittlich,Er arbeitet durchschnittlich 40 Stunden pro Woche.,He works an average of 40 hours per week.
739,20,_____ verbringen Menschen täglich drei Stunden am Handy.,Durchschnittlich,Durchschnittlich verbringen Menschen täglich drei Stunden am Handy.,"On average, people spend three hours a day on their phones."
740,20,"Die Prüfung war _____ schwer, nicht zu leicht und nicht zu schwierig.",durchschnittlich,"Die Prüfung war durchschnittlich schwer, nicht zu leicht und nicht zu schwierig.","The exam was of average difficulty, not too easy and not too difficult."
746,21,even,sogar,,
747,21,extremely,äußerst,,
748,21,exclusively,ausschließlich,,
749,21,interestingly,interessanterweise,,
750,21,incredibly,unglaublicherweise,,
751,21,"angrily, furiously",wütend,,
752,21,on the way,unterwegs,,
753,21,"in any case, at least",jedenfalls,,
754,21,at any time,jederzeit,,
755,21,likewise,ebenfalls,,
756,21,"now and then, occasionally",ab und zu,,
757,21,long ago,längst,,
758,21,permanently,dauerhaft,,
759,22,"Er spricht viele Sprachen, _____ Chinesisch.",sogar,"Er spricht viele Sprachen, sogar Chinesisch.","He speaks many languages, even Chinese."
760,22,"Es war so kalt, dass _____ der See zugefroren ist.",sogar,"Es war so kalt, dass sogar der See zugefroren ist.",It was so cold that even the lake froze.
761,22,"Sie hat so viel gelernt, dass sie die Prüfung _____ ohne Probleme bestanden hat.",sogar,"Sie hat so viel gelernt, dass sie die Prüfung sogar ohne Probleme bestanden hat.",She studied so much that she even passed the exam without any problems.
762,22,"Ich habe ihn eingeladen, aber er hat _____ nicht geantwortet.",sogar,"Ich habe ihn eingeladen, aber er hat sogar nicht geantwortet.","I invited him, but he didn’t even respond."
763,22,"Das Konzert war fantastisch, es gab _____ eine Zugabe.",sogar,"Das Konzert war fantastisch, es gab sogar eine Zugabe.",The concert was fantastic; there was even an encore.
764,22,Das Hotel war _____ komfortabel und gut ausgestattet.,äußerst,Das Hotel war äußerst komfortabel und gut ausgestattet.,The hotel was extremely comfortable and well-equipped.
765,22,Er ist ein _____ talentierter Musiker.,äußerst,Er ist ein äußerst talentierter Musiker.,He is an extremely talented musician.
766,22,Die Situation ist _____ kompliziert und erfordert eine schnelle Lösung.,äußerst,Die Situation ist äußerst kompliziert und erfordert eine schnelle Lösung.,The situation is extremely complicated and requires a quick solution.
767,22,Sie war _____ überrascht über die plötzliche Einladung.,äußerst,Sie war äußerst überrascht über die plötzliche Einladung.,She was extremely surprised about the sudden invitation.
768,22,Dieses Buch ist _____ interessant und empfehlenswert.,äußerst,Dieses Buch ist äußerst interessant und empfehlenswert.,This book is extremely interesting and highly recommended.
769,22,Dieses Angebot gilt _____ für neue Kunden.,ausschließlich,Dieses Angebot gilt ausschließlich für neue Kunden.,This offer is exclusively for new customers.
770,22,Er ernährt sich _____ von biologischen Lebensmitteln.,ausschließlich,Er ernährt sich ausschließlich von biologischen Lebensmitteln.,He eats exclusively organic food.
771,22,Die Parkplätze sind _____ für Mitarbeiter reserviert.,ausschließlich,Die Parkplätze sind ausschließlich für Mitarbeiter reserviert.,The parking spaces are reserved exclusively for employees.
772,22,Der Zugang zum VIP-Bereich ist _____ mit einer speziellen Karte möglich.,ausschließlich,Der Zugang zum VIP-Bereich ist ausschließlich mit einer speziellen Karte möglich.,Access to the VIP area is only possible with a special card.
773,22,Dieses Produkt wird _____ in Deutschland hergestellt.,ausschließlich,Dieses Produkt wird ausschließlich in Deutschland hergestellt.,This product is manufactured exclusively in Germany.
774,22,_____ hat er das gesamte Puzzle in weniger als einer Stunde gelöst.,Unglaublicherweise,Unglaublicherweise hat er das gesamte Puzzle in weniger als einer Stunde gelöst.,"Incredibly, he solved the entire puzzle in less than an hour."
775,22,Die Mannschaft hat _____ das Spiel trotz eines Rückstands von drei Toren gewonnen.,unglaublicherweise,Die Mannschaft hat unglaublicherweise das Spiel trotz eines Rückstands von drei Toren gewonnen.,"Incredibly, the team won the match despite being three goals behind."
776,22,_____ hat sie die schwierige Prüfung ohne Vorbereitung bestanden.,Unglaublicherweise,Unglaublicherweise hat sie die schwierige Prüfung ohne Vorbereitung bestanden.,"Incredibly, she passed the difficult exam without any preparation."
777,22,Er hat _____ den Marathon ohne Training beendet.,unglaublicherweise,Er hat unglaublicherweise den Marathon ohne Training beendet.,"Incredibly, he finished the marathon without any training."
778,22,"_____ hat sie die Wahrheit herausgefunden, ohne dass es jemand bemerkt hat.",Unglaublicherweise,"Unglaublicherweise hat sie die Wahrheit herausgefunden, ohne dass es jemand bemerkt hat.","Incredibly, she found out the truth without anyone noticing."
779,22,"Er verließ _____ den Raum, nachdem er die schlechte Nachricht gehört hatte.",wütend,"Er verließ wütend den Raum, nachdem er die schlechte Nachricht gehört hatte.",He left the room angrily after hearing the bad news.
780,22,"Sie schrie _____, weil ihr Bruder ihr Buch zerstört hatte.",wütend,"Sie schrie wütend, weil ihr Bruder ihr Buch zerstört hatte.",She screamed angrily because her brother had destroyed her book.
781,22,Der Kunde beschwerte sich _____ über den schlechten Service.,wütend,Der Kunde beschwerte sich wütend über den schlechten Service.,The customer angrily complained about the bad service.
782,22,_____ warf er das kaputte Handy auf den Tisch.,Wütend,Wütend warf er das kaputte Handy auf den Tisch.,"Furiously, he threw the broken phone on the table."
783,22,"Sie schaute ihn _____ an, weil er ihr Geheimnis verraten hatte.",wütend,"Sie schaute ihn wütend an, weil er ihr Geheimnis verraten hatte.",She looked at him angrily because he had revealed her secret.
784,22,_____ hat er sich für ein völlig anderes Studium entschieden als geplant.,Interessanterweise,Interessanterweise hat er sich für ein völlig anderes Studium entschieden als geplant.,"Interestingly, he chose a completely different field of study than planned."
785,22,"Die Umfrage zeigt _____, dass viele Menschen lieber von zu Hause aus arbeiten.",interessanterweise,"Die Umfrage zeigt interessanterweise, dass viele Menschen lieber von zu Hause aus arbeiten.","Interestingly, the survey shows that many people prefer working from home."
786,22,"_____ spricht sie fünf Sprachen, obwohl sie nie im Ausland gelebt hat.",Interessanterweise,"Interessanterweise spricht sie fünf Sprachen, obwohl sie nie im Ausland gelebt hat.","Interestingly, she speaks five languages despite never having lived abroad."
787,22,_____ hat das alte Rezept besser geschmeckt als das neue.,Interessanterweise,Interessanterweise hat das alte Rezept besser geschmeckt als das neue.,"Interestingly, the old recipe tasted better than the new one."
788,22,"Die Studie hat _____ bewiesen, dass weniger Stress zu höherer Produktivität führt.",interessanterweise,"Die Studie hat interessanterweise bewiesen, dass weniger Stress zu höherer Produktivität führt.","Interestingly, the study proved that less stress leads to higher productivity."
789,22,Ich bin gerade _____ und kann nicht ans Telefon gehen.,unterwegs,Ich bin gerade unterwegs und kann nicht ans Telefon gehen.,I’m currently on the way and can’t answer the phone.
790,22,_____ habe ich viele interessante Menschen kennengelernt.,Unterwegs,Unterwegs habe ich viele interessante Menschen kennengelernt.,"While traveling, I met many interesting people."
791,22,Wir sind seit Stunden _____ und machen jetzt eine Pause.,unterwegs,Wir sind seit Stunden unterwegs und machen jetzt eine Pause.,We’ve been on the road for hours and are taking a break now.
792,22,"Sie hat ihren Laptop mitgenommen, um _____ zu arbeiten.",unterwegs,"Sie hat ihren Laptop mitgenommen, um unterwegs zu arbeiten.",She took her laptop with her to work while traveling.
793,22,_____ nach München haben wir in einem schönen Restaurant gegessen.,Unterwegs,Unterwegs nach München haben wir in einem schönen Restaurant gegessen.,"On the way to Munich, we ate at a lovely restaurant."
794,22,"Sie können mich _____ anrufen, wenn Sie Fragen haben.",jederzeit,"Sie können mich jederzeit anrufen, wenn Sie Fragen haben.",You can call me anytime if you have questions.
795,22,"Unsere Webseite ist _____ verfügbar, auch am Wochenende.",jederzeit,"Unsere Webseite ist jederzeit verfügbar, auch am Wochenende.","Our website is available anytime, even on weekends."
796,22,"Er ist _____ bereit zu helfen, wenn jemand Unterstützung braucht.",jederzeit,"Er ist jederzeit bereit zu helfen, wenn jemand Unterstützung braucht.",He is always ready to help if someone needs support.
797,22,Der Zugang zum Fitnessstudio ist für Mitglieder _____ möglich.,jederzeit,Der Zugang zum Fitnessstudio ist für Mitglieder jederzeit möglich.,Access to the gym is possible for members at any time.
798,22,"Ich bin _____ bereit, neue Herausforderungen anzunehmen.",jederzeit,"Ich bin jederzeit bereit, neue Herausforderungen anzunehmen.",I am always ready to take on new challenges.
799,22,"Es hat geregnet, aber wir hatten _____ eine gute Zeit.",jedenfalls,"Es hat geregnet, aber wir hatten jedenfalls eine gute Zeit.","It rained, but we had a good time in any case."
800,22,"Er hat sich nicht gemeldet, _____ habe ich nichts von ihm gehört.",jedenfalls,"Er hat sich nicht gemeldet, jedenfalls habe ich nichts von ihm gehört.","He hasn’t contacted me, at any rate, I haven’t heard from him."
801,22,"Ich bin mir nicht sicher, ob das die beste Lösung ist, aber es ist _____ eine Möglichkeit.",jedenfalls,"Ich bin mir nicht sicher, ob das die beste Lösung ist, aber es ist jedenfalls eine Möglichkeit.","I’m not sure if this is the best solution, but it’s a possibility at least."
802,22,"Das Experiment war nicht erfolgreich, _____ nicht nach unseren Erwartungen.",jedenfalls,"Das Experiment war nicht erfolgreich, jedenfalls nicht nach unseren Erwartungen.","The experiment was not successful, at least not according to our expectations."
803,22,"Er kommt vielleicht später, _____ hat er das gesagt.",jedenfalls,"Er kommt vielleicht später, jedenfalls hat er das gesagt.","He might come later, at any rate, that’s what he said."
804,22,"Er hat die Prüfung bestanden, und seine Freundin _____.",ebenfalls,"Er hat die Prüfung bestanden, und seine Freundin ebenfalls.","He passed the exam, and so did his girlfriend."
805,22,"Ich wünsche Ihnen einen schönen Tag! – Danke, Ihnen _____.",ebenfalls,"Ich wünsche Ihnen einen schönen Tag! – Danke, Ihnen ebenfalls.","I wish you a great day! – Thanks, you too."
806,22,"Die neue Regel gilt nicht nur für Schüler, sondern _____ für Lehrer.",ebenfalls,"Die neue Regel gilt nicht nur für Schüler, sondern ebenfalls für Lehrer.",The new rule applies not only to students but also to teachers.
807,22,"Die Firma bietet nicht nur IT-Dienstleistungen an, sondern _____ Beratung.",ebenfalls,"Die Firma bietet nicht nur IT-Dienstleistungen an, sondern ebenfalls Beratung.",The company offers not only IT services but also consulting.
808,22,Er spricht fließend Englisch und _____ Französisch.,ebenfalls,Er spricht fließend Englisch und ebenfalls Französisch.,He speaks fluent English and also French.
809,22,"Ich gehe _____ ins Theater, wenn eine interessante Aufführung läuft.",ab und zu,"Ich gehe ab und zu ins Theater, wenn eine interessante Aufführung läuft.",I go to the theater now and then when there is an interesting performance.
810,22,"_____ gönne ich mir ein Stück Schokolade, auch wenn ich auf meine Ernährung achte.",Ab und zu,"Ab und zu gönne ich mir ein Stück Schokolade, auch wenn ich auf meine Ernährung achte.","Now and then, I treat myself to a piece of chocolate, even though I watch my diet."
811,22,"Er arbeitet viel, aber _____ nimmt er sich eine Auszeit, um zu reisen.",ab und zu,"Er arbeitet viel, aber ab und zu nimmt er sich eine Auszeit, um zu reisen.","He works a lot, but now and then he takes a break to travel."
812,22,"_____ treffen wir uns mit alten Schulfreunden, um Erinnerungen auszutauschen.",Ab und zu,"Ab und zu treffen wir uns mit alten Schulfreunden, um Erinnerungen auszutauschen.","Now and then, we meet up with old school friends to share memories."
813,22,"Es ist wichtig, _____ eine Pause zu machen, um neue Energie zu tanken.",ab und zu,"Es ist wichtig, ab und zu eine Pause zu machen, um neue Energie zu tanken.",It’s important to take a break now and then to recharge your energy.
814,22,Ich habe die Aufgabe _____ erledigt.,längst,Ich habe die Aufgabe längst erledigt.,I finished the task long ago.
815,22,Er hätte _____ zu Hause sein sollen.,längst,Er hätte längst zu Hause sein sollen.,He should have been home long ago.
816,22,Das Problem hätte _____ gelöst werden müssen.,längst,Das Problem hätte längst gelöst werden müssen.,The problem should have been solved long ago.
817,22,"Sie hat _____ verstanden, dass es keine einfache Lösung gibt.",längst,"Sie hat längst verstanden, dass es keine einfache Lösung gibt.",She has long understood that there is no easy solution.
818,22,Wir hätten _____ eine Antwort auf unsere E-Mail bekommen sollen.,längst,Wir hätten längst eine Antwort auf unsere E-Mail bekommen sollen.,We should have received a reply to our email long ago.
819,22,Er möchte _____ in Deutschland leben und arbeiten.,dauerhaft,Er möchte dauerhaft in Deutschland leben und arbeiten.,He wants to live and work in Germany permanently.
820,22,"Die Maschine funktioniert nur dann zuverlässig, wenn sie _____ gewartet wird.",dauerhaft,"Die Maschine funktioniert nur dann zuverlässig, wenn sie dauerhaft gewartet wird.",The machine only functions reliably if it is maintained continuously.
821,22,"Um erfolgreich zu sein, muss man _____ an seinen Zielen arbeiten.",dauerhaft,"Um erfolgreich zu sein, muss man dauerhaft an seinen Zielen arbeiten.","To be successful, you have to work on your goals consistently."
822,22,"Diese Maßnahme hilft, die Kosten _____ zu senken.",dauerhaft,"Diese Maßnahme hilft, die Kosten dauerhaft zu senken.",This measure helps to reduce costs in the long term.
823,22,"Sie hat beschlossen, _____ auf Fleisch zu verzichten.",dauerhaft,"Sie hat beschlossen, dauerhaft auf Fleisch zu verzichten.",She decided to give up meat permanently.
824,23,"fluently, smoothly",fließend,,
825,23,orally,mündlich,,
826,23,spontaneously,spontan,,
827,23,voluntarily,freiwillig,,
828,23,completely,vollständig,,
829,23,"accidentally, inadvertently",versehentlich,,
830,23,professionally,beruflich,,
831,23,"in written form, in writing",schriftlich,,
832,23,"partially, partly",teilweise,,
833,23,more likely,eher,,
834,23,"definitely, for sure, absolutely",auf jeden Fall,,
835,23,"cheerfully, merrily, happily",fröhlich,,
836,23,"under no circumstance, definitely not",auf keinen Fall,,
837,24,"Er spricht _____ drei Sprachen, darunter Deutsch und Spanisch.",fließend,"Er spricht fließend drei Sprachen, darunter Deutsch und Spanisch.","He speaks three languages fluently, including German and Spanish."
838,24,Nach vielen Jahren Übung kann sie _____ Klavier spielen.,fließend,Nach vielen Jahren Übung kann sie fließend Klavier spielen.,"After many years of practice, she can play the piano fluently."
839,24,Die Präsentation verlief _____ und ohne Unterbrechungen.,fließend,Die Präsentation verlief fließend und ohne Unterbrechungen.,The presentation went smoothly and without interruptions.
840,24,"Wenn man täglich übt, kann man eine Sprache _____ beherrschen.",fließend,"Wenn man täglich übt, kann man eine Sprache fließend beherrschen.","If you practice daily, you can master a language fluently."
841,24,Die Diskussion verlief _____ und führte zu guten Ergebnissen.,fließend,Die Diskussion verlief fließend und führte zu guten Ergebnissen.,The discussion flowed smoothly and led to good results.
842,24,Die Prüfung besteht aus einem schriftlichen und einem _____ zu absolvierenden Teil.,mündlich,Die Prüfung besteht aus einem schriftlichen und einem mündlich zu absolvierenden Teil.,The exam consists of a written part and one to be taken orally.
843,24,"Wir haben das _____ vereinbart, ein Vertrag war nicht notwendig.",mündlich,"Wir haben das mündlich vereinbart, ein Vertrag war nicht notwendig.",We agreed on it orally; a contract wasn’t necessary.
